No,Yes,variable
 85.5993,287.0815,Total.SURVEY_LC1_3B73
 24.23291,161.87597,Total.SURVEY_LC1_3B74
 64.10155,232.28201,Total.SURVEY_LC1_3B75
 63.39696,852.51937,Total.SURVEY_LC1_3B82
102.1130,129.0905,Total.SURVEY_LC1_3B83
 4.020646,39.588913,Total.SURVEY_LC1_3B84
35029.78,    0.00,Total.SURVEY_LC1_3Bx1
819.6773,  0.0000,Total.SURVEY_LC1_3Bx2
20.98725, 0.00000,Total.SURVEY_LC1_3Bxx
28924.36,24075.37,Total.SURVEY_LC1_3C10
324.155,  0.000,Total.SURVEY_LC1_3C1x
14586.661, 8318.317,Total.SURVEY_LC1_3C21
9812.825,6025.855,Total.SURVEY_LC1_3C22
1803.325,2286.520,Total.SURVEY_LC1_3C23
3094.58,   0.00,Total.SURVEY_LC1_3C2x
3395.740,4571.936,Total.SURVEY_LC1_3C31
2023.967,4182.494,Total.SURVEY_LC1_3C32
2198.879,4379.795,Total.SURVEY_LC1_3C33
2737.761,   0.000,Total.SURVEY_LC1_3C3x
4.38896,0.00000,Total.SURVEY_LC1_3Cxx
 720.8499,1269.5537,Total.SURVEY_LC1_3D10
10.85705, 0.00000,Total.SURVEY_LC1_3D1x
1402.3141, 545.1986,Total.SURVEY_LC1_3D20
3.888311,0.000000,Total.SURVEY_LC1_3D2x
2819.921,1985.585,Total.SURVEY_LC1_3E10
35175.26,31530.19,Total.SURVEY_LC1_3E20
21.8652, 0.0000,Total.SURVEY_LC1_3E2x
1505.476,3361.536,Total.SURVEY_LC1_3E30
4.004001,0.000000,Total.SURVEY_LC1_3Exx
244.478924,  8.280992,Total.SURVEY_LC1_3F10
507.32381, 16.13053,Total.SURVEY_LC1_3F20
15999.907, 2694.095,Total.SURVEY_LC1_3F40
6.065288,0.000000,Total.SURVEY_LC1_3F4x
4140.8371, 441.1801,Total.SURVEY_LC1_3G11
1318.9234, 286.7368,Total.SURVEY_LC1_3G21
9.359781,0.000000,Total.SURVEY_LC1_3G22
9.147514,0.000000,Total.SURVEY_LC1_3G40
884.7496,242.1510,Total.SURVEY_LC1_3H11
401.03164, 13.06275,Total.SURVEY_LC1_3H12
139.071581,  3.991047,Total.SURVEY_LC1_3H21
71.22974, 0.00000,Total.SURVEY_LC1_3H23
3.954363,0.000000,Total.SURVEY_LC1_3Hxx
83571.76,94268.82,Total.SURVEY_LU1_3U111
 252.5867,1034.9022,Total.SURVEY_LU1_3U112
552.2044,496.5563,Total.SURVEY_LU1_3U113
58760.30,50511.22,Total.SURVEY_LU1_3U120
293.38466, 69.72975,Total.SURVEY_LU1_3U130
1386.4048, 152.7918,Total.SURVEY_LU1_3U140
21.226004, 7.951638,Total.SURVEY_LU1_3U150
265.3646,141.2336,Total.SURVEY_LU1_3U210
44.83984,15.94018,Total.SURVEY_LU1_3U221
39.24036, 0.00000,Total.SURVEY_LU1_3U222
215.37649, 39.08539,Total.SURVEY_LU1_3U223
50.69065,51.36249,Total.SURVEY_LU1_3U224
170.62389, 10.86791,Total.SURVEY_LU1_3U225
312.54295, 29.83862,Total.SURVEY_LU1_3U226
184.98709, 64.95454,Total.SURVEY_LU1_3U227
8.714,0.000,Total.SURVEY_LU1_3U228
480.3882,261.2712,Total.SURVEY_LU1_3U311
7834.473,5270.010,Total.SURVEY_LU1_3U312
1041.2592, 234.0251,Total.SURVEY_LU1_3U313
243.74557, 20.70654,Total.SURVEY_LU1_3U314
7.925666,6.843153,Total.SURVEY_LU1_3U316
632.2492,137.4958,Total.SURVEY_LU1_3U317
254.6217,111.6666,Total.SURVEY_LU1_3U318
554.1877,718.2163,Total.SURVEY_LU1_3U319
332.62187, 95.87759,Total.SURVEY_LU1_3U321
255.91309, 46.54038,Total.SURVEY_LU1_3U322
226.7468,285.8906,Total.SURVEY_LU1_3U330
2231.0244, 250.6472,Total.SURVEY_LU1_3U341
157.71712, 16.25853,Total.SURVEY_LU1_3U342
3420.1123, 415.2372,Total.SURVEY_LU1_3U350
5089.6986, 771.2481,Total.SURVEY_LU1_3U361
1122.3126, 357.6528,Total.SURVEY_LU1_3U362
13766.971, 3300.382,Total.SURVEY_LU1_3U370
93.12922,39.20048,Total.SURVEY_LU1_3U411
 7.795005,39.884137,Total.SURVEY_LU1_3U412
 9.236524,22.366865,Total.SURVEY_LU1_3U413
43.25132,66.54536,Total.SURVEY_LU1_3U414
564.2694,351.3430,Total.SURVEY_LU1_3U415
8641.129,4710.343,Total.SURVEY_LU1_3U420
159077.7,152147.1,Total.settlement0
34063.29,12277.80,Total.settlement1
0.4037903,0.1455426,Total.settl_pc
129094.6,109693.4,Total.fao_class_name0
61384.94,51503.39,Total.fao_class_name1
 790.0434,1104.0430,Total.fao_class_name2
1871.420,2124.103,Total.fao_class_name3
167353.2,159313.5,Total.lue0
25787.837, 5111.426,Total.lue1
178598.1,156730.3,Total.lud0
14542.917, 7694.618,Total.lud1
1518.271,1516.549,SE.Total.area
267.6978,223.0003,SE.Total.SURVEY_LC1_1A
381.5639,385.9672,SE.Total.SURVEY_LC1_1B
1430.722,1449.720,SE.Total.SURVEY_LC1_1C
 99.26094,321.36534,SE.Total.SURVEY_LC1_1D
509.0603,475.8809,SE.Total.SURVEY_LC1_1E
309.94173, 96.49007,SE.Total.SURVEY_LC1_1F
35.12959,42.34120,SE.Total.SURVEY_LC1_1G
51.85663,36.87542,SE.Total.SURVEY_LC1_1H
1535.426,1511.203,SE.Total.SURVEY_LU1_1U1
102.56341, 39.81468,SE.Total.SURVEY_LU1_1U2
383.6488,276.6829,SE.Total.SURVEY_LU1_1U3
435.9748,385.2567,SE.Total.SURVEY_LU1_1U4
298.6895,141.3160,SE.Total.SURVEY_LC1_2A1
318.4571,188.5847,SE.Total.SURVEY_LC1_2A2
94.90243,40.72977,SE.Total.SURVEY_LC1_2A3
 99.74798,342.57724,SE.Total.SURVEY_LC1_2B1
 24.65237,128.84044,SE.Total.SURVEY_LC1_2B2
 67.10084,179.69309,SE.Total.SURVEY_LC1_2B3
23.24996,77.69957,SE.Total.SURVEY_LC1_2B4
 39.76403,150.97272,SE.Total.SURVEY_LC1_2B5
33.99670,78.77889,SE.Total.SURVEY_LC1_2B7
21.42227,62.44016,SE.Total.SURVEY_LC1_2B8
375.8004,  0.0000,SE.Total.SURVEY_LC1_2Bx
1157.744,1103.532,SE.Total.SURVEY_LC1_2C1
1276.160,1099.687,SE.Total.SURVEY_LC1_2C2
688.2364,959.9873,SE.Total.SURVEY_LC1_2C3
0,0,SE.Total.SURVEY_LC1_2Cx
 53.05433,319.43812,SE.Total.SURVEY_LC1_2D1
85.27277,35.18239,SE.Total.SURVEY_LC1_2D2
187.1580,246.4835,SE.Total.SURVEY_LC1_2E1
487.8739,304.4614,SE.Total.SURVEY_LC1_2E2
105.1404,305.9074,SE.Total.SURVEY_LC1_2E3
0,0,SE.Total.SURVEY_LC1_2Ex
8.848077,0.000000,SE.Total.SURVEY_LC1_2F1
25.396187, 5.381491,SE.Total.SURVEY_LC1_2F2
308.95536, 96.34001,SE.Total.SURVEY_LC1_2F4
47.69612,40.68492,SE.Total.SURVEY_LC1_2G1
52.25601,12.17474,SE.Total.SURVEY_LC1_2G2
0,0,SE.Total.SURVEY_LC1_2G4
51.85663,36.87542,SE.Total.SURVEY_LC1_2H1
0,0,SE.Total.SURVEY_LC1_2H2
0,0,SE.Total.SURVEY_LC1_2Hx
584.9891,467.3283,SE.Total.SURVEY_LU1_2U11
1447.032,1440.274,SE.Total.SURVEY_LU1_2U12
41.861921, 3.765764,SE.Total.SURVEY_LU1_2U13
51.45988,24.68701,SE.Total.SURVEY_LU1_2U14
2.644619,0.000000,SE.Total.SURVEY_LU1_2U15
29.79443,14.73101,SE.Total.SURVEY_LU1_2U21
98.30217,36.98927,SE.Total.SURVEY_LU1_2U22
316.5069,209.3874,SE.Total.SURVEY_LU1_2U31
69.73937,17.27391,SE.Total.SURVEY_LU1_2U32
33.74358,43.76629,SE.Total.SURVEY_LU1_2U33
182.76513, 45.60476,SE.Total.SURVEY_LU1_2U34
190.78191, 63.88891,SE.Total.SURVEY_LU1_2U35
230.58882, 71.17895,SE.Total.SURVEY_LU1_2U36
337.0107,169.8231,SE.Total.SURVEY_LU1_2U37
97.67158,95.62278,SE.Total.SURVEY_LU1_2U41
425.5062,373.4888,SE.Total.SURVEY_LU1_2U42
295.2441,140.7147,SE.Total.SURVEY_LC1_3A11
93.58517,12.19442,SE.Total.SURVEY_LC1_3A12
3.788820,8.183845,SE.Total.SURVEY_LC1_3A13
269.0661,102.9152,SE.Total.SURVEY_LC1_3A21
272.5529,168.6712,SE.Total.SURVEY_LC1_3A22
25.79968, 0.00000,SE.Total.SURVEY_LC1_3A2x
94.90243,40.72977,SE.Total.SURVEY_LC1_3A30
 58.23793,223.19728,SE.Total.SURVEY_LC1_3B11
 0.0000,25.0281,SE.Total.SURVEY_LC1_3B12
 41.61649,150.40113,SE.Total.SURVEY_LC1_3B13
 31.81969,113.15886,SE.Total.SURVEY_LC1_3B14
 4.394093,48.073204,SE.Total.SURVEY_LC1_3B15
 61.7732,222.6771,SE.Total.SURVEY_LC1_3B16
11.48123,87.21908,SE.Total.SURVEY_LC1_3B18
 0.00000,20.42286,SE.Total.SURVEY_LC1_3B19
14.83047,79.50784,SE.Total.SURVEY_LC1_3B21
19.69255,95.67800,SE.Total.SURVEY_LC1_3B22
 0.00000,40.94711,SE.Total.SURVEY_LC1_3B23
15.70557,47.15804,SE.Total.SURVEY_LC1_3B31
 62.78125,156.58140,SE.Total.SURVEY_LC1_3B32
12.55453,38.63051,SE.Total.SURVEY_LC1_3B33
12.68898,67.74336,SE.Total.SURVEY_LC1_3B35
0.000000,1.842309,SE.Total.SURVEY_LC1_3B36
 0.00000,21.97924,SE.Total.SURVEY_LC1_3B37
12.09139,64.64556,SE.Total.SURVEY_LC1_3B41
16.24836,38.34366,SE.Total.SURVEY_LC1_3B43
11.417082, 4.768731,SE.Total.SURVEY_LC1_3B44
 0.00000,19.74716,SE.Total.SURVEY_LC1_3B45
 0.00000,42.95931,SE.Total.SURVEY_LC1_3B51
 0.00000,42.62577,SE.Total.SURVEY_LC1_3B52
  7.349273,102.289366,SE.Total.SURVEY_LC1_3B53
 0.00000,23.71319,SE.Total.SURVEY_LC1_3B54
39.08252,96.56474,SE.Total.SURVEY_LC1_3B55
28.48234,68.25309,SE.Total.SURVEY_LC1_3B71
 0.00000,15.00679,SE.Total.SURVEY_LC1_3B72
14.49723,29.05393,SE.Total.SURVEY_LC1_3B73
10.15917,23.80998,SE.Total.SURVEY_LC1_3B74
 5.798685,24.200929,SE.Total.SURVEY_LC1_3B75
14.33928,58.48983,SE.Total.SURVEY_LC1_3B82
15.91536,18.88764,SE.Total.SURVEY_LC1_3B83
 0.0000,11.0202,SE.Total.SURVEY_LC1_3B84
369.8324,  0.0000,SE.Total.SURVEY_LC1_3Bx1
69.71426, 0.00000,SE.Total.SURVEY_LC1_3Bx2
8.908885,0.000000,SE.Total.SURVEY_LC1_3Bxx
1138.255,1103.532,SE.Total.SURVEY_LC1_3C10
301.7161,  0.0000,SE.Total.SURVEY_LC1_3C1x
919.5620,795.4755,SE.Total.SURVEY_LC1_3C21
843.9762,702.8302,SE.Total.SURVEY_LC1_3C22
202.3053,483.1875,SE.Total.SURVEY_LC1_3C23
502.0822,  0.0000,SE.Total.SURVEY_LC1_3C2x
295.3890,519.4306,SE.Total.SURVEY_LC1_3C31
361.4816,563.4365,SE.Total.SURVEY_LC1_3C32
211.5608,663.2029,SE.Total.SURVEY_LC1_3C33
470.3618,  0.0000,SE.Total.SURVEY_LC1_3C3x
0,0,SE.Total.SURVEY_LC1_3Cxx
 52.88368,319.43812,SE.Total.SURVEY_LC1_3D10
4.251883,0.000000,SE.Total.SURVEY_LC1_3D1x
85.27277,35.18239,SE.Total.SURVEY_LC1_3D20
0,0,SE.Total.SURVEY_LC1_3D2x
187.1580,246.4835,SE.Total.SURVEY_LC1_3E10
487.8695,304.4614,SE.Total.SURVEY_LC1_3E20
6.014385,0.000000,SE.Total.SURVEY_LC1_3E2x
105.1404,305.9074,SE.Total.SURVEY_LC1_3E30
0,0,SE.Total.SURVEY_LC1_3Exx
8.848077,0.000000,SE.Total.SURVEY_LC1_3F10
25.396187, 5.381491,SE.Total.SURVEY_LC1_3F20
308.93918, 96.34001,SE.Total.SURVEY_LC1_3F40
3.517677,0.000000,SE.Total.SURVEY_LC1_3F4x
47.69612,40.68492,SE.Total.SURVEY_LC1_3G11
52.20368,12.17474,SE.Total.SURVEY_LC1_3G21
2.699516,0.000000,SE.Total.SURVEY_LC1_3G22
0,0,SE.Total.SURVEY_LC1_3G40
50.80093,36.81531,SE.Total.SURVEY_LC1_3H11
10.415698, 2.104555,SE.Total.SURVEY_LC1_3H12
0,0,SE.Total.SURVEY_LC1_3H21
0,0,SE.Total.SURVEY_LC1_3H23
0,0,SE.Total.SURVEY_LC1_3Hxx
583.0709,466.2648,SE.Total.SURVEY_LU1_3U111
36.04956,59.16991,SE.Total.SURVEY_LU1_3U112
40.21976,28.39984,SE.Total.SURVEY_LU1_3U113
1447.032,1440.274,SE.Total.SURVEY_LU1_3U120
41.861921, 3.765764,SE.Total.SURVEY_LU1_3U130
51.45988,24.68701,SE.Total.SURVEY_LU1_3U140
2.644619,0.000000,SE.Total.SURVEY_LU1_3U150
29.79443,14.73101,SE.Total.SURVEY_LU1_3U210
18.864222, 5.132156,SE.Total.SURVEY_LU1_3U221
14.94385, 0.00000,SE.Total.SURVEY_LU1_3U222
51.77839,20.43494,SE.Total.SURVEY_LU1_3U223
17.32822,24.45858,SE.Total.SURVEY_LU1_3U224
28.478908, 4.109387,SE.Total.SURVEY_LU1_3U225
54.530925, 5.959339,SE.Total.SURVEY_LU1_3U226
51.73438,16.54313,SE.Total.SURVEY_LU1_3U227
2.039316,0.000000,SE.Total.SURVEY_LU1_3U228
42.53282,32.78292,SE.Total.SURVEY_LU1_3U311
288.0417,179.8187,SE.Total.SURVEY_LU1_3U312
69.45373,92.02187,SE.Total.SURVEY_LU1_3U313
17.67065,10.31971,SE.Total.SURVEY_LU1_3U314
0.00000,4.32799,SE.Total.SURVEY_LU1_3U316
67.01129,23.11599,SE.Total.SURVEY_LU1_3U317
41.64314,11.95471,SE.Total.SURVEY_LU1_3U318
91.32758,38.56741,SE.Total.SURVEY_LU1_3U319
42.82210,16.01847,SE.Total.SURVEY_LU1_3U321
55.044042, 6.465026,SE.Total.SURVEY_LU1_3U322
33.74358,43.76629,SE.Total.SURVEY_LU1_3U330
178.23859, 45.60476,SE.Total.SURVEY_LU1_3U341
43.48081, 0.00000,SE.Total.SURVEY_LU1_3U342
190.78191, 63.88891,SE.Total.SURVEY_LU1_3U350
222.41848, 64.52907,SE.Total.SURVEY_LU1_3U361
97.93910,30.16405,SE.Total.SURVEY_LU1_3U362
337.0107,169.8231,SE.Total.SURVEY_LU1_3U370
 8.405163,13.450295,SE.Total.SURVEY_LU1_3U411
 0.00000,21.47617,SE.Total.SURVEY_LU1_3U412
 2.636341,14.639589,SE.Total.SURVEY_LU1_3U413
15.07598,29.69635,SE.Total.SURVEY_LU1_3U414
96.14035,86.05471,SE.Total.SURVEY_LU1_3U415
425.5062,373.4888,SE.Total.SURVEY_LU1_3U420
1513.269,1503.356,SE.Total.settlement0
326.8858,257.2434,SE.Total.settlement1
0.003874944,0.003049394,SE.Total.settl_pc
647.9982,552.5620,SE.Total.fao_class_name0
1423.300,1445.844,SE.Total.fao_class_name1
356.4204,369.4507,SE.Total.fao_class_name2
140.46473, 88.16524,SE.Total.fao_class_name3
1542.858,1511.169,SE.Total.lue0
414.9135,198.3305,SE.Total.lue1
1538.190,1511.753,SE.Total.lud0
330.0440,217.7838,SE.Total.lud1
190165.3,161452.5,CI.l(95%).Total.area
19248.83, 7497.18,CI.l(95%).Total.SURVEY_LC1_1A
38312.51,59496.19,CI.l(95%).Total.SURVEY_LC1_1B
66102.48,50998.89,CI.l(95%).Total.SURVEY_LC1_1C
1943.361,1184.888,CI.l(95%).Total.SURVEY_LC1_1D
38528.79,35944.60,CI.l(95%).Total.SURVEY_LC1_1E
16150.30, 2529.39,CI.l(95%).Total.SURVEY_LC1_1F
5409.4151, 644.9297,CI.l(95%).Total.SURVEY_LC1_1G
1398.3998, 186.9303,CI.l(95%).Total.SURVEY_LC1_1H
141828.5,143580.1,CI.l(95%).Total.SURVEY_LU1_1U1
1091.3592, 275.2474,CI.l(95%).Total.SURVEY_LU1_1U2
36900.03,11757.68,CI.l(95%).Total.SURVEY_LU1_1U3
8504.315,4474.594,CI.l(95%).Total.SURVEY_LU1_1U4
6423.673,1342.007,CI.l(95%).Total.SURVEY_LC1_2A1
11266.76, 5087.59,CI.l(95%).Total.SURVEY_LC1_2A2
687.4817,778.2337,CI.l(95%).Total.SURVEY_LC1_2A3
 1136.656,36711.081,CI.l(95%).Total.SURVEY_LC1_2B1
  38.38636,3519.75714,CI.l(95%).Total.SURVEY_LC1_2B2
 463.6413,7875.2303,CI.l(95%).Total.SURVEY_LC1_2B3
 101.8306,1171.0141,CI.l(95%).Total.SURVEY_LC1_2B4
 249.5997,6152.9042,CI.l(95%).Total.SURVEY_LC1_2B5
 464.7941,1922.7425,CI.l(95%).Total.SURVEY_LC1_2B7
127.5438,898.8184,CI.l(95%).Total.SURVEY_LC1_2B8
35133.89,    0.00,CI.l(95%).Total.SURVEY_LC1_2Bx
26979.38,21912.49,CI.l(95%).Total.SURVEY_LC1_2C1
26796.16,14475.35,CI.l(95%).Total.SURVEY_LC1_2C2
 9007.428,11252.685,CI.l(95%).Total.SURVEY_LC1_2C3
4.38896,0.00000,CI.l(95%).Total.SURVEY_LC1_2Cx
627.7224,643.4665,CI.l(95%).Total.SURVEY_LC1_2D1
1239.0708, 476.2424,CI.l(95%).Total.SURVEY_LC1_2D2
2453.098,1502.486,CI.l(95%).Total.SURVEY_LC1_2E1
34240.91,30933.46,CI.l(95%).Total.SURVEY_LC1_2E2
1299.404,2761.969,CI.l(95%).Total.SURVEY_LC1_2E3
4.004001,0.000000,CI.l(95%).Total.SURVEY_LC1_2Ex
227.137012,  8.280992,CI.l(95%).Total.SURVEY_LC1_2F1
457.548201,  5.583004,CI.l(95%).Total.SURVEY_LC1_2F2
15400.431, 2505.272,CI.l(95%).Total.SURVEY_LC1_2F4
4047.3544, 361.4392,CI.l(95%).Total.SURVEY_LC1_2G1
1225.8633, 262.8748,CI.l(95%).Total.SURVEY_LC1_2G2
9.147514,0.000000,CI.l(95%).Total.SURVEY_LC1_2G4
1184.1441, 182.9392,CI.l(95%).Total.SURVEY_LC1_2H1
210.301326,  3.991047,CI.l(95%).Total.SURVEY_LC1_2H2
3.954363,0.000000,CI.l(95%).Total.SURVEY_LC1_2Hx
83229.99,94884.33,CI.l(95%).Total.SURVEY_LU1_2U11
55924.17,47688.34,CI.l(95%).Total.SURVEY_LU1_2U12
211.33681, 62.34899,CI.l(95%).Total.SURVEY_LU1_2U13
1285.5453, 104.4062,CI.l(95%).Total.SURVEY_LU1_2U14
16.042646, 7.951638,CI.l(95%).Total.SURVEY_LU1_2U15
206.9686,112.3614,CI.l(95%).Total.SURVEY_LU1_2U21
834.3466,139.5515,CI.l(95%).Total.SURVEY_LU1_2U22
10428.508, 6349.843,CI.l(95%).Total.SURVEY_LU1_2U31
451.8483,108.5617,CI.l(95%).Total.SURVEY_LU1_2U32
160.6106,200.1103,CI.l(95%).Total.SURVEY_LU1_2U33
2030.528, 177.522,CI.l(95%).Total.SURVEY_LU1_2U34
3046.1866, 290.0172,CI.l(95%).Total.SURVEY_LU1_2U35
5760.0655, 989.3927,CI.l(95%).Total.SURVEY_LU1_2U36
13106.443, 2967.535,CI.l(95%).Total.SURVEY_LU1_2U37
526.2486,331.9226,CI.l(95%).Total.SURVEY_LU1_2U41
7807.152,3978.319,CI.l(95%).Total.SURVEY_LU1_2U42
5808.038,1259.696,CI.l(95%).Total.SURVEY_LC1_3A11
416.82938, 29.96815,CI.l(95%).Total.SURVEY_LC1_3A12
14.70853,13.58059,CI.l(95%).Total.SURVEY_LC1_3A13
4707.117,1031.986,CI.l(95%).Total.SURVEY_LC1_3A21
6076.327,3892.924,CI.l(95%).Total.SURVEY_LC1_3A22
-4.639254, 0.000000,CI.l(95%).Total.SURVEY_LC1_3A2x
687.4817,778.2337,CI.l(95%).Total.SURVEY_LC1_3A30
  298.534,13229.112,CI.l(95%).Total.SURVEY_LC1_3B11
  0.000,148.298,CI.l(95%).Total.SURVEY_LC1_3B12
 150.8508,5722.9674,CI.l(95%).Total.SURVEY_LC1_3B13
  38.01464,2232.32278,CI.l(95%).Total.SURVEY_LC1_3B14
 -1.754826,693.333735,CI.l(95%).Total.SURVEY_LC1_3B15
  427.1603,12217.0433,CI.l(95%).Total.SURVEY_LC1_3B16
   9.089015,1324.312781,CI.l(95%).Total.SURVEY_LC1_3B18
 0.00000,70.41334,CI.l(95%).Total.SURVEY_LC1_3B19
   1.553299,1136.241453,CI.l(95%).Total.SURVEY_LC1_3B21
  17.48694,1899.53851,CI.l(95%).Total.SURVEY_LC1_3B22
  0.000,312.887,CI.l(95%).Total.SURVEY_LC1_3B23
-12.94445,323.23960,CI.l(95%).Total.SURVEY_LC1_3B31
 404.3991,5582.4770,CI.l(95%).Total.SURVEY_LC1_3B32
 -9.967692,301.093128,CI.l(95%).Total.SURVEY_LC1_3B33
  -5.525429,1198.589732,CI.l(95%).Total.SURVEY_LC1_3B35
0.00000,1.09493,CI.l(95%).Total.SURVEY_LC1_3B36
 15.88728,166.42758,CI.l(95%).Total.SURVEY_LC1_3B37
  5.72224,635.40695,CI.l(95%).Total.SURVEY_LC1_3B41
 13.49718,371.09600,CI.l(95%).Total.SURVEY_LC1_3B43
50.25833, 6.15529,CI.l(95%).Total.SURVEY_LC1_3B44
 0.00000,60.73879,CI.l(95%).Total.SURVEY_LC1_3B45
  0.0000,556.7499,CI.l(95%).Total.SURVEY_LC1_3B51
  0.0000,443.7834,CI.l(95%).Total.SURVEY_LC1_3B52
   5.583991,2556.746242,CI.l(95%).Total.SURVEY_LC1_3B53
 0.0000,68.7941,CI.l(95%).Total.SURVEY_LC1_3B54
 230.9471,2218.7642,CI.l(95%).Total.SURVEY_LC1_3B55
 269.4858,1128.8852,CI.l(95%).Total.SURVEY_LC1_3B71
 32.18249,103.83518,CI.l(95%).Total.SURVEY_LC1_3B72
 57.18524,230.13687,CI.l(95%).Total.SURVEY_LC1_3B73
