No,Yes,variable
  0.0000,253.5243,Total.SURVEY_LC1_3B75
0.000000,4.035446,Total.SURVEY_LC1_3B77
  0.0000,429.5517,Total.SURVEY_LC1_3B81
  0.0000,250.5908,Total.SURVEY_LC1_3B82
 0.00000,10.33947,Total.SURVEY_LC1_3B83
 0.00000,11.36894,Total.SURVEY_LC1_3B84
1339.673,   0.000,Total.SURVEY_LC1_3Bx1
115.2149,  0.0000,Total.SURVEY_LC1_3Bx2
    0.00,21446.18,Total.SURVEY_LC1_3C10
  0.0000,492.6077,Total.SURVEY_LC1_3C21
   0.000,1106.171,Total.SURVEY_LC1_3C22
  0.0000,176.3437,Total.SURVEY_LC1_3C23
397.113,  0.000,Total.SURVEY_LC1_3C2x
  0.0000,495.2116,Total.SURVEY_LC1_3C31
  0.0000,425.3164,Total.SURVEY_LC1_3C32
   0.000,1623.221,Total.SURVEY_LC1_3C33
912.0816,  0.0000,Total.SURVEY_LC1_3C3x
   0.000,3406.612,Total.SURVEY_LC1_3D10
   0.000,3758.716,Total.SURVEY_LC1_3D20
4.275766,0.000000,Total.SURVEY_LC1_3Dxx
   0.000,2517.623,Total.SURVEY_LC1_3E10
   0.000,5280.097,Total.SURVEY_LC1_3E20
   0.000,1702.061,Total.SURVEY_LC1_3E30
  0.0000,424.5476,Total.SURVEY_LC1_3F10
 0.00000,24.83411,Total.SURVEY_LC1_3F20
   0.000,1811.012,Total.SURVEY_LC1_3F40
  0.0000,203.1865,Total.SURVEY_LC1_3G11
  0.0000,296.8015,Total.SURVEY_LC1_3G21
0.000000,4.001862,Total.SURVEY_LC1_3G30
 0.00000,12.24051,Total.SURVEY_LC1_3G40
  0.000,172.437,Total.SURVEY_LC1_3H11
 0.00000,13.46038,Total.SURVEY_LC1_3H21
0.000000,8.003723,Total.SURVEY_LC1_3H22
 1401.776,12946.461,Total.SURVEY_LU1_3U111
  0.000,497.836,Total.SURVEY_LU1_3U112
 53.1125,260.9458,Total.SURVEY_LU1_3U113
  659.8121,17301.3172,Total.SURVEY_LU1_3U120
  0.0000,116.2708,Total.SURVEY_LU1_3U130
 0.00000,20.43147,Total.SURVEY_LU1_3U140
 0.00000,11.14938,Total.SURVEY_LU1_3U150
 0.00000,23.43843,Total.SURVEY_LU1_3U210
 0.00000,13.92571,Total.SURVEY_LU1_3U221
 0.00000,10.31244,Total.SURVEY_LU1_3U223
0.000000,3.942217,Total.SURVEY_LU1_3U224
 0.00000,16.18094,Total.SURVEY_LU1_3U226
0.000000,3.937795,Total.SURVEY_LU1_3U227
 0.00000,23.32673,Total.SURVEY_LU1_3U311
  0.0000,794.7765,Total.SURVEY_LU1_3U312
  0.0000,150.2697,Total.SURVEY_LU1_3U313
 0.00000,26.83626,Total.SURVEY_LU1_3U314
 0.00000,25.95258,Total.SURVEY_LU1_3U317
 0.00000,71.47212,Total.SURVEY_LU1_3U318
 0.00000,50.66397,Total.SURVEY_LU1_3U319
 0.00000,37.54065,Total.SURVEY_LU1_3U321
 0.00000,21.31388,Total.SURVEY_LU1_3U322
 0.00000,34.24067,Total.SURVEY_LU1_3U330
  0.0000,139.7876,Total.SURVEY_LU1_3U341
  4.354262,196.063010,Total.SURVEY_LU1_3U350
  0.0000,185.1855,Total.SURVEY_LU1_3U361
 0.00000,79.57466,Total.SURVEY_LU1_3U362
   0.000,1152.312,Total.SURVEY_LU1_3U370
 0.00000,23.77655,Total.SURVEY_LU1_3U411
 0.00000,26.00725,Total.SURVEY_LU1_3U412
0.000000,4.544505,Total.SURVEY_LU1_3U413
 0.00000,88.13446,Total.SURVEY_LU1_3U414
 0.00000,90.76428,Total.SURVEY_LU1_3U415
  649.304,19376.949,Total.SURVEY_LU1_3U420
 2764.004,50971.849,Total.settlement0
   4.354262,2853.792708,Total.settlement1
0.001130715,0.741072776,Total.settl_pc
 1470.891,23216.743,Total.fao_class_name0
 1297.467,25677.260,Total.fao_class_name1
   0.000,4028.274,Total.fao_class_name2
  0.0000,903.3651,Total.fao_class_name3
 2764.004,52072.719,Total.lue0
   4.354262,1752.922908,Total.lue1
 2768.359,52497.079,Total.lud0
   0.000,1328.562,Total.lud1
210.0723,215.1979,SE.Total.area
 0.00000,80.86501,SE.Total.SURVEY_LC1_1A
140.7268,193.4699,SE.Total.SURVEY_LC1_1B
155.9695,236.6088,SE.Total.SURVEY_LC1_1C
  0.0000,166.2583,SE.Total.SURVEY_LC1_1D
  0.0000,179.7383,SE.Total.SURVEY_LC1_1E
  0.0000,152.2584,SE.Total.SURVEY_LC1_1F
 0.00000,10.88806,SE.Total.SURVEY_LC1_1G
0.000000,7.748421,SE.Total.SURVEY_LC1_1H
187.9416,365.8729,SE.Total.SURVEY_LU1_1U1
 0.00000,15.32239,SE.Total.SURVEY_LU1_1U2
 0.00000,92.10975,SE.Total.SURVEY_LU1_1U3
 97.62402,325.22379,SE.Total.SURVEY_LU1_1U4
 0.00000,78.52306,SE.Total.SURVEY_LC1_2A1
 0.00000,85.02831,SE.Total.SURVEY_LC1_2A2
0.000000,9.529406,SE.Total.SURVEY_LC1_2A3
  0.000,170.964,SE.Total.SURVEY_LC1_2B1
 0.00000,47.94392,SE.Total.SURVEY_LC1_2B2
  0.0000,108.9363,SE.Total.SURVEY_LC1_2B3
 0.00000,18.51735,SE.Total.SURVEY_LC1_2B4
 0.0000,68.1849,SE.Total.SURVEY_LC1_2B5
 0.00000,66.03074,SE.Total.SURVEY_LC1_2B7
 0.00000,63.04679,SE.Total.SURVEY_LC1_2B8
140.7268,  0.0000,SE.Total.SURVEY_LC1_2Bx
  0.0000,304.9985,SE.Total.SURVEY_LC1_2C1
 78.98912,146.50206,SE.Total.SURVEY_LC1_2C2
136.7473,206.1677,SE.Total.SURVEY_LC1_2C3
  0.0000,111.6445,SE.Total.SURVEY_LC1_2D1
  0.0000,137.1078,SE.Total.SURVEY_LC1_2D2
0,0,SE.Total.SURVEY_LC1_2Dx
  0.0000,106.6952,SE.Total.SURVEY_LC1_2E1
  0.0000,143.9526,SE.Total.SURVEY_LC1_2E2
  0.0000,111.3955,SE.Total.SURVEY_LC1_2E3
 0.00000,23.51771,SE.Total.SURVEY_LC1_2F1
0,0,SE.Total.SURVEY_LC1_2F2
  0.0000,150.4318,SE.Total.SURVEY_LC1_2F4
 0.00000,15.88038,SE.Total.SURVEY_LC1_2G1
 0.00000,18.14138,SE.Total.SURVEY_LC1_2G2
0,0,SE.Total.SURVEY_LC1_2G3
0,0,SE.Total.SURVEY_LC1_2G4
0.000000,7.748421,SE.Total.SURVEY_LC1_2H1
0,0,SE.Total.SURVEY_LC1_2H2
140.7268,182.0369,SE.Total.SURVEY_LU1_2U11
124.5715,322.3794,SE.Total.SURVEY_LU1_2U12
 0.00000,15.34941,SE.Total.SURVEY_LU1_2U13
0,0,SE.Total.SURVEY_LU1_2U14
0.000000,3.957762,SE.Total.SURVEY_LU1_2U15
0.000000,7.980319,SE.Total.SURVEY_LU1_2U21
 0.00000,13.08411,SE.Total.SURVEY_LU1_2U22
 0.00000,80.08789,SE.Total.SURVEY_LU1_2U31
0.000000,8.012548,SE.Total.SURVEY_LU1_2U32
0.000000,9.075558,SE.Total.SURVEY_LU1_2U33
 0.00000,48.90831,SE.Total.SURVEY_LU1_2U34
 0.00000,40.99476,SE.Total.SURVEY_LU1_2U35
 0.00000,40.82913,SE.Total.SURVEY_LU1_2U36
 0.00000,88.37371,SE.Total.SURVEY_LU1_2U37
 0.00000,37.64115,SE.Total.SURVEY_LU1_2U41
 97.62402,324.22654,SE.Total.SURVEY_LU1_2U42
 0.00000,76.31768,SE.Total.SURVEY_LC1_3A11
 0.00000,23.78967,SE.Total.SURVEY_LC1_3A12
0.000000,9.946486,SE.Total.SURVEY_LC1_3A13
 0.0000,64.6206,SE.Total.SURVEY_LC1_3A21
 0.00000,64.23923,SE.Total.SURVEY_LC1_3A22
0.000000,9.529406,SE.Total.SURVEY_LC1_3A30
 0.00000,85.72708,SE.Total.SURVEY_LC1_3B11
 0.00000,10.65955,SE.Total.SURVEY_LC1_3B12
 0.00000,55.13339,SE.Total.SURVEY_LC1_3B13
0.000000,2.522068,SE.Total.SURVEY_LC1_3B14
 0.00000,34.51658,SE.Total.SURVEY_LC1_3B15
  0.0000,152.5708,SE.Total.SURVEY_LC1_3B16
 0.00000,14.28385,SE.Total.SURVEY_LC1_3B18
 0.00000,24.66332,SE.Total.SURVEY_LC1_3B19
 0.00000,33.95621,SE.Total.SURVEY_LC1_3B21
 0.00000,34.18061,SE.Total.SURVEY_LC1_3B22
 0.00000,73.89198,SE.Total.SURVEY_LC1_3B31
 0.00000,26.24224,SE.Total.SURVEY_LC1_3B32
 0.00000,78.48604,SE.Total.SURVEY_LC1_3B33
0.000000,9.498722,SE.Total.SURVEY_LC1_3B36
 0.0000,13.5505,SE.Total.SURVEY_LC1_3B37
0.000000,9.498722,SE.Total.SURVEY_LC1_3B41
 0.0000,15.9159,SE.Total.SURVEY_LC1_3B43
 0.00000,14.04559,SE.Total.SURVEY_LC1_3B51
 0.00000,28.75752,SE.Total.SURVEY_LC1_3B52
 0.00000,10.93182,SE.Total.SURVEY_LC1_3B53
 0.00000,59.67732,SE.Total.SURVEY_LC1_3B55
 0.00000,20.11916,SE.Total.SURVEY_LC1_3B71
 0.00000,14.80018,SE.Total.SURVEY_LC1_3B72
0.000000,9.291332,SE.Total.SURVEY_LC1_3B73
 0.00000,40.36561,SE.Total.SURVEY_LC1_3B74
 0.00000,47.47974,SE.Total.SURVEY_LC1_3B75
0,0,SE.Total.SURVEY_LC1_3B77
 0.00000,54.33988,SE.Total.SURVEY_LC1_3B81
 0.00000,49.70403,SE.Total.SURVEY_LC1_3B82
0.000000,3.265017,SE.Total.SURVEY_LC1_3B83
0.000000,9.319008,SE.Total.SURVEY_LC1_3B84
139.6722,  0.0000,SE.Total.SURVEY_LC1_3Bx1
17.888, 0.000,SE.Total.SURVEY_LC1_3Bx2
  0.0000,304.9985,SE.Total.SURVEY_LC1_3C10
 0.00000,93.81478,SE.Total.SURVEY_LC1_3C21
  0.0000,109.0825,SE.Total.SURVEY_LC1_3C22
 0.00000,46.07074,SE.Total.SURVEY_LC1_3C23
78.98912, 0.00000,SE.Total.SURVEY_LC1_3C2x
  0.0000,106.7068,SE.Total.SURVEY_LC1_3C31
 0.00000,67.23375,SE.Total.SURVEY_LC1_3C32
  0.0000,171.7155,SE.Total.SURVEY_LC1_3C33
136.7473,  0.0000,SE.Total.SURVEY_LC1_3C3x
  0.0000,111.6445,SE.Total.SURVEY_LC1_3D10
  0.0000,137.1078,SE.Total.SURVEY_LC1_3D20
0,0,SE.Total.SURVEY_LC1_3Dxx
  0.0000,106.6952,SE.Total.SURVEY_LC1_3E10
  0.0000,143.9526,SE.Total.SURVEY_LC1_3E20
  0.0000,111.3955,SE.Total.SURVEY_LC1_3E30
 0.00000,23.51771,SE.Total.SURVEY_LC1_3F10
0,0,SE.Total.SURVEY_LC1_3F20
  0.0000,150.4318,SE.Total.SURVEY_LC1_3F40
 0.00000,15.88038,SE.Total.SURVEY_LC1_3G11
 0.00000,18.14138,SE.Total.SURVEY_LC1_3G21
0,0,SE.Total.SURVEY_LC1_3G30
0,0,SE.Total.SURVEY_LC1_3G40
0.000000,7.748421,SE.Total.SURVEY_LC1_3H11
0,0,SE.Total.SURVEY_LC1_3H21
0,0,SE.Total.SURVEY_LC1_3H22
140.0918,191.0099,SE.Total.SURVEY_LU1_3U111
 0.00000,71.29421,SE.Total.SURVEY_LU1_3U112
13.89478,37.91334,SE.Total.SURVEY_LU1_3U113
124.5715,322.3794,SE.Total.SURVEY_LU1_3U120
 0.00000,15.34941,SE.Total.SURVEY_LU1_3U130
0,0,SE.Total.SURVEY_LU1_3U140
0.000000,3.957762,SE.Total.SURVEY_LU1_3U150
0.000000,7.980319,SE.Total.SURVEY_LU1_3U210
0.000000,7.819003,SE.Total.SURVEY_LU1_3U221
0.000000,3.276205,SE.Total.SURVEY_LU1_3U223
0,0,SE.Total.SURVEY_LU1_3U224
0.000000,9.966122,SE.Total.SURVEY_LU1_3U226
0,0,SE.Total.SURVEY_LU1_3U227
 0.00000,10.01985,SE.Total.SURVEY_LU1_3U311
 0.00000,73.36749,SE.Total.SURVEY_LU1_3U312
 0.00000,27.61339,SE.Total.SURVEY_LU1_3U313
0.000000,2.745839,SE.Total.SURVEY_LU1_3U314
0.000000,8.744277,SE.Total.SURVEY_LU1_3U317
 0.00000,15.91878,SE.Total.SURVEY_LU1_3U318
0.000000,9.084463,SE.Total.SURVEY_LU1_3U319
0.000000,5.311567,SE.Total.SURVEY_LU1_3U321
0.000000,5.999015,SE.Total.SURVEY_LU1_3U322
0.000000,9.075558,SE.Total.SURVEY_LU1_3U330
 0.00000,48.90831,SE.Total.SURVEY_LU1_3U341
 0.00000,40.99476,SE.Total.SURVEY_LU1_3U350
 0.00000,32.38835,SE.Total.SURVEY_LU1_3U361
 0.00000,25.09305,SE.Total.SURVEY_LU1_3U362
 0.00000,88.37371,SE.Total.SURVEY_LU1_3U370
0.000000,8.157518,SE.Total.SURVEY_LU1_3U411
 0.00000,23.78967,SE.Total.SURVEY_LU1_3U412
0,0,SE.Total.SURVEY_LU1_3U413
 0.00000,14.67305,SE.Total.SURVEY_LU1_3U414
 0.00000,23.85965,SE.Total.SURVEY_LU1_3U415
 97.62402,324.22654,SE.Total.SURVEY_LU1_3U420
210.0723,227.9668,SE.Total.settlement0
 0.00000,84.79942,SE.Total.settlement1
0.00000000,0.02202071,SE.Total.settl_pc
140.8183,232.0375,SE.Total.fao_class_name0
155.8938,228.9560,SE.Total.fao_class_name1
  0.0000,129.2542,SE.Total.fao_class_name2
 0.00000,88.17247,SE.Total.fao_class_name3
210.0723,228.7064,SE.Total.lue0
 0.00000,88.40269,SE.Total.lue1
210.0723,229.4108,SE.Total.lud0
 0.0000,81.5417,SE.Total.lud1
 2356.624,53403.861,CI.l(95%).Total.area
   0.000,1576.827,CI.l(95%).Total.SURVEY_LC1_1A
1179.069,6310.439,CI.l(95%).Total.SURVEY_LC1_1B
 1003.50,25301.31,CI.l(95%).Total.SURVEY_LC1_1C
   4.275766,6839.468304,CI.l(95%).Total.SURVEY_LC1_1D
   0.000,9147.501,CI.l(95%).Total.SURVEY_LC1_1E
   0.000,1961.973,CI.l(95%).Total.SURVEY_LC1_1F
  0.0000,494.8902,CI.l(95%).Total.SURVEY_LC1_1G
  0.0000,178.7144,CI.l(95%).Total.SURVEY_LC1_1H
 1746.341,30437.314,CI.l(95%).Total.SURVEY_LU1_1U1
 0.00000,41.70621,CI.l(95%).Total.SURVEY_LU1_1U2
   4.354262,2808.784238,CI.l(95%).Total.SURVEY_LU1_1U3
  457.9644,18972.7490,CI.l(95%).Total.SURVEY_LU1_1U4
  0.0000,359.4681,CI.l(95%).Total.SURVEY_LC1_2A1
  0.0000,977.5323,CI.l(95%).Total.SURVEY_LC1_2A2
 0.00000,59.08747,CI.l(95%).Total.SURVEY_LC1_2A3
   0.000,3357.762,CI.l(95%).Total.SURVEY_LC1_2B1
 0.00000,64.74262,CI.l(95%).Total.SURVEY_LC1_2B2
  0.0000,727.9229,CI.l(95%).Total.SURVEY_LC1_2B3
 0.00000,41.44882,CI.l(95%).Total.SURVEY_LC1_2B4
  0.0000,362.3984,CI.l(95%).Total.SURVEY_LC1_2B5
  0.000,491.593,CI.l(95%).Total.SURVEY_LC1_2B7
  0.0000,578.2815,CI.l(95%).Total.SURVEY_LC1_2B8
1179.069,   0.000,CI.l(95%).Total.SURVEY_LC1_2Bx
    0.00,20848.39,CI.l(95%).Total.SURVEY_LC1_2C1
 242.2971,1487.9839,CI.l(95%).Total.SURVEY_LC1_2C2
 644.0619,2139.6675,CI.l(95%).Total.SURVEY_LC1_2C3
   0.000,3187.793,CI.l(95%).Total.SURVEY_LC1_2D1
   0.00,3489.99,CI.l(95%).Total.SURVEY_LC1_2D2
4.275766,0.000000,CI.l(95%).Total.SURVEY_LC1_2Dx
   0.000,2308.505,CI.l(95%).Total.SURVEY_LC1_2E1
   0.000,4997.956,CI.l(95%).Total.SURVEY_LC1_2E2
   0.00,1483.73,CI.l(95%).Total.SURVEY_LC1_2E3
  0.0000,378.4538,CI.l(95%).Total.SURVEY_LC1_2F1
 0.00000,24.83411,CI.l(95%).Total.SURVEY_LC1_2F2
   0.000,1516.171,CI.l(95%).Total.SURVEY_LC1_2F4
  0.0000,172.0616,CI.l(95%).Total.SURVEY_LC1_2G1
  0.0000,261.2451,CI.l(95%).Total.SURVEY_LC1_2G2
0.000000,4.001862,CI.l(95%).Total.SURVEY_LC1_2G3
 0.00000,12.24051,CI.l(95%).Total.SURVEY_LC1_2G4
  0.0000,157.2503,CI.l(95%).Total.SURVEY_LC1_2H1
 0.0000,21.4641,CI.l(95%).Total.SURVEY_LC1_2H2
 1179.069,13348.457,CI.l(95%).Total.SURVEY_LU1_2U11
  415.6565,16669.4652,CI.l(95%).Total.SURVEY_LU1_2U12
 0.00000,86.18654,CI.l(95%).Total.SURVEY_LU1_2U13
 0.00000,20.43147,CI.l(95%).Total.SURVEY_LU1_2U14
0.000000,3.392306,CI.l(95%).Total.SURVEY_LU1_2U15
0.000000,7.797295,CI.l(95%).Total.SURVEY_LU1_2U21
 0.00000,22.65472,CI.l(95%).Total.SURVEY_LU1_2U22
  0.0000,986.3285,CI.l(95%).Total.SURVEY_LU1_2U31
 0.00000,43.15023,CI.l(95%).Total.SURVEY_LU1_2U32
 0.0000,16.4529,CI.l(95%).Total.SURVEY_LU1_2U33
 0.00000,43.92911,CI.l(95%).Total.SURVEY_LU1_2U34
  4.354262,115.714758,CI.l(95%).Total.SURVEY_LU1_2U35
  0.0000,184.7365,CI.l(95%).Total.SURVEY_LU1_2U36
  0.0000,979.1028,CI.l(95%).Total.SURVEY_LU1_2U37
  0.0000,159.4517,CI.l(95%).Total.SURVEY_LU1_2U41
  457.9644,18741.4765,CI.l(95%).Total.SURVEY_LU1_2U42
  0.0000,325.6014,CI.l(95%).Total.SURVEY_LC1_3A11
  0.00000,-20.61964,CI.l(95%).Total.SURVEY_LC1_3A12
 0.000000,-7.312847,CI.l(95%).Total.SURVEY_LC1_3A13
  0.0000,353.4598,CI.l(95%).Total.SURVEY_LC1_3A21
  0.0000,538.1642,CI.l(95%).Total.SURVEY_LC1_3A22
 0.00000,59.08747,CI.l(95%).Total.SURVEY_LC1_3A30
  0.0000,407.0067,CI.l(95%).Total.SURVEY_LC1_3B11
0.0000000,0.8218428,CI.l(95%).Total.SURVEY_LC1_3B12
  0.0000,130.1777,CI.l(95%).Total.SURVEY_LC1_3B13
0.00000000,0.05876247,CI.l(95%).Total.SURVEY_LC1_3B14
 0.00000,20.43609,CI.l(95%).Total.SURVEY_LC1_3B15
   0.000,2403.827,CI.l(95%).Total.SURVEY_LC1_3B16
 0.000000,-3.356088,CI.l(95%).Total.SURVEY_LC1_3B18
  0.00000,-11.06326,CI.l(95%).Total.SURVEY_LC1_3B19
 0.00000,30.60759,CI.l(95%).Total.SURVEY_LC1_3B21
 0.000000,-5.442319,CI.l(95%).Total.SURVEY_LC1_3B22
  0.0000,207.5338,CI.l(95%).Total.SURVEY_LC1_3B31
 0.00000,10.37406,CI.l(95%).Total.SURVEY_LC1_3B32
  0.0000,329.8264,CI.l(95%).Total.SURVEY_LC1_3B33
 0.000000,-3.519823,CI.l(95%).Total.SURVEY_LC1_3B36
0.000000,1.954814,CI.l(95%).Total.SURVEY_LC1_3B37
0.0000000,0.8787518,CI.l(95%).Total.SURVEY_LC1_3B41
 0.00000,27.05166,CI.l(95%).Total.SURVEY_LC1_3B43
 0.00000,25.15609,CI.l(95%).Total.SURVEY_LC1_3B51
 0.00000,46.78328,CI.l(95%).Total.SURVEY_LC1_3B52
0.000000,6.485307,CI.l(95%).Total.SURVEY_LC1_3B53
  0.0000,195.3297,CI.l(95%).Total.SURVEY_LC1_3B55
 0.00000,72.02468,CI.l(95%).Total.SURVEY_LC1_3B71
0.000000,2.993037,CI.l(95%).Total.SURVEY_LC1_3B72
 0.00000,11.78872,CI.l(95%).Total.SURVEY_LC1_3B73
  0.0000,110.8782,CI.l(95%).Total.SURVEY_LC1_3B74
  0.0000,160.4657,CI.l(95%).Total.SURVEY_LC1_3B75
0.000000,4.035446,CI.l(95%).Total.SURVEY_LC1_3B77
  0.0000,323.0475,CI.l(95%).Total.SURVEY_LC1_3B81
  0.0000,153.1727,CI.l(95%).Total.SURVEY_LC1_3B82
0.000000,3.940158,CI.l(95%).Total.SURVEY_LC1_3B83
 0.000000,-6.895975,CI.l(95%).Total.SURVEY_LC1_3B84
1065.921,   0.000,CI.l(95%).Total.SURVEY_LC1_3Bx1
80.15505, 0.00000,CI.l(95%).Total.SURVEY_LC1_3Bx2
    0.00,20848.39,CI.l(95%).Total.SURVEY_LC1_3C10
  0.0000,308.7341,CI.l(95%).Total.SURVEY_LC1_3C21
  0.0000,892.3735,CI.l(95%).Total.SURVEY_LC1_3C22
 0.0000,86.0467,CI.l(95%).Total.SURVEY_LC1_3C23
242.2971,  0.0000,CI.l(95%).Total.SURVEY_LC1_3C2x
  0.0000,286.0701,CI.l(95%).Total.SURVEY_LC1_3C31
  0.0000,293.5407,CI.l(95%).Total.SURVEY_LC1_3C32
   0.000,1286.665,CI.l(95%).Total.SURVEY_LC1_3C33
644.0619,  0.0000,CI.l(95%).Total.SURVEY_LC1_3C3x
   0.000,3187.793,CI.l(95%).Total.SURVEY_LC1_3D10
   0.00,3489.99,CI.l(95%).Total.SURVEY_LC1_3D20
4.275766,0.000000,CI.l(95%).Total.SURVEY_LC1_3Dxx
   0.000,2308.505,CI.l(95%).Total.SURVEY_LC1_3E10
   0.000,4997.956,CI.l(95%).Total.SURVEY_LC1_3E20
   0.00,1483.73,CI.l(95%).Total.SURVEY_LC1_3E30
  0.0000,378.4538,CI.l(95%).Total.SURVEY_LC1_3F10
 0.00000,24.83411,CI.l(95%).Total.SURVEY_LC1_3F20
   0.000,1516.171,CI.l(95%).Total.SURVEY_LC1_3F40
  0.0000,172.0616,CI.l(95%).Total.SURVEY_LC1_3G11
  0.0000,261.2451,CI.l(95%).Total.SURVEY_LC1_3G21
0.000000,4.001862,CI.l(95%).Total.SURVEY_LC1_3G30
 0.00000,12.24051,CI.l(95%).Total.SURVEY_LC1_3G40
  0.0000,157.2503,CI.l(95%).Total.SURVEY_LC1_3H11
 0.00000,13.46038,CI.l(95%).Total.SURVEY_LC1_3H21
0.000000,8.003723,CI.l(95%).Total.SURVEY_LC1_3H22
 1127.201,12572.089,CI.l(95%).Total.SURVEY_LU1_3U111
  0.0000,358.1019,CI.l(95%).Total.SURVEY_LU1_3U112
 25.87923,186.63705,CI.l(95%).Total.SURVEY_LU1_3U113
  415.6565,16669.4652,CI.l(95%).Total.SURVEY_LU1_3U120
 0.00000,86.18654,CI.l(95%).Total.SURVEY_LU1_3U130
