RO11.No,RO12.No,RO21.No,RO22.No,RO31.No,RO32.No,RO41.No,RO42.No,RO11.Yes,RO12.Yes,RO21.Yes,RO22.Yes,RO31.Yes,RO32.Yes,RO41.Yes,RO42.Yes,variable
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,44.964815,43.342658,33.553659,61.653553,86.466869, 8.034529,53.287602, 4.120475,Total.SURVEY_LC1_2B4
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,391.3957,601.2655,680.0069,418.7641,241.6026, 36.1054,522.9532,231.3227,Total.SURVEY_LC1_2B5
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,494.01721,119.66886,156.29093, 72.14041,290.03438, 15.71487,282.78563,208.51889,Total.SURVEY_LC1_2B7
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 63.200909, 20.080664, 56.719254,415.627942, 83.151356,  7.757667, 73.792459, 17.012718,Total.SURVEY_LC1_2B8
 2980.6852, 1505.3899, 4127.8456,12105.4003,11398.9867,  277.7091, 6473.8312, 4856.7853,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,Total.SURVEY_LC1_2Bx
    0.00000,    0.00000,   15.14567,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 8607.34702, 7314.90625, 5244.97940, 2678.25575, 6328.16118,  272.89448, 7313.85079,11676.17022,Total.SURVEY_LC1_2C1
2021.08311,1679.23823,2188.21069, 246.79866,  63.38187,   0.00000, 113.59127,  71.38115,1205.69024,2385.78978,2185.33939,  13.78435,  76.05416,   0.00000, 388.16469,  45.58175,Total.SURVEY_LC1_2C2
2080.352169,3035.814694,2968.420071,3175.078546,1252.174770,   4.116418,2365.130666,2765.937029,  12.583463,2520.179117, 978.439358, 114.758273,  17.154104,   0.000000, 265.761354,  52.016194,Total.SURVEY_LC1_2C3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  4.019692,  0.000000,680.001241,647.857258,562.343982,264.390133,269.013478, 20.856322,613.785446,334.269121,Total.SURVEY_LC1_2D1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,812.41148,377.69741,502.84193,197.33102,304.27093, 21.28826,368.09076,604.87012,Total.SURVEY_LC1_2D2
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,2180.78472,2042.80007,1482.07548, 973.01359,1446.88863,  69.29915,1013.42856, 930.98784,Total.SURVEY_LC1_2E1
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,7098.7010,7573.0437,6457.5010,3522.1018,3258.8857, 124.7215,3155.5904,3965.5374,Total.SURVEY_LC1_2E2
   0.000000,   0.000000,   0.000000,   5.519323,   0.000000,   0.000000,   0.000000,   0.000000, 714.808076, 586.985879, 569.176333, 721.309724, 850.900068,  82.941047,1159.713049, 501.693041,Total.SURVEY_LC1_2E3
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,23.71002,51.69714,37.43020,21.35116,56.72969, 0.00000,70.73994,48.31238,Total.SURVEY_LC1_2F1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.126390, 4.783910, 8.239579, 4.594739,27.373587, 3.878834,27.199615, 4.597396,Total.SURVEY_LC1_2F2
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.996292,0.000000,0.000000,0.000000,Total.SURVEY_LC1_2F3
   0.000000,   0.000000,   0.000000,   0.000000,   4.236936,   0.000000,   0.000000,   0.000000, 530.586528,  84.859446, 431.417294,1655.326947,1584.446091, 115.615803, 597.824982,1946.869347,Total.SURVEY_LC1_2F4
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  71.52433,  63.82679, 109.52403,1204.94476, 190.75238,  27.88976, 108.98484,  41.40616,Total.SURVEY_LC1_2G1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 83.48499, 90.95680,221.13791,469.61310,325.77471, 11.90921,475.43441,130.01525,Total.SURVEY_LC1_2G2
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  75.04156,  78.52794, 210.41093,2440.90679, 185.61413,  31.99857, 139.19515, 119.68217,Total.SURVEY_LC1_2H1
 2977.1796, 1505.3899, 4123.7609,12105.4003,11398.9867,  277.7091, 6470.1523, 4852.5524,14088.0848,12774.3284,16314.7883,11155.3989,12304.9571,  755.7650, 8950.1496,10083.8657,Total.SURVEY_LU1_2U11
 4101.435284, 4706.568322, 5175.861122, 3421.877210, 1315.556643,    4.116418, 2476.516347, 2827.225785, 9803.188538,12406.147766, 8502.705147, 2641.417834, 6395.760271,  260.485904, 7850.899354,11704.399681,Total.SURVEY_LU1_2U12
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  59.47642,  70.62892,  94.05587,1056.42739, 202.22801,  12.04556, 167.62694,  33.36047,Total.SURVEY_LU1_2U13
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.904207, 0.000000,25.837945,16.088479,15.145674,43.331675,38.146998, 4.157559,96.414609,21.722286,Total.SURVEY_LU1_2U14
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.585260,3.503292,0.000000,0.000000,0.000000,3.878834,0.000000,4.201799,Total.SURVEY_LU1_2U15
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.147811,14.755548, 7.807372, 8.038521,50.597241, 4.189903,78.280964, 4.028490,Total.SURVEY_LU1_2U21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,24.858301,16.439137,17.243224,24.835085,33.098283, 0.000000,12.435694, 8.673999,Total.SURVEY_LU1_2U22
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,526.5092,425.9162,698.4299,814.0901,724.4067,143.3729,549.1921,514.5871,Total.SURVEY_LU1_2U31
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.567474, 7.336704, 7.980064,34.659001,29.651590, 4.053581,15.262112,13.711659,Total.SURVEY_LU1_2U32
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,20.299683,13.809672,37.385357, 0.000000, 5.104147,21.439047,16.826172, 4.337000,Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.048674, 9.258317, 9.055087,13.126810,47.925054, 8.379807, 8.571031, 4.879125,Total.SURVEY_LU1_2U34
 0.000000, 3.857292, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.232858,99.489730,49.740880,56.150404,83.039186, 0.000000, 8.145189,36.595939, 4.122242,Total.SURVEY_LU1_2U35
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,35.81522,35.42435,20.14266,41.02264,19.53232,28.68537,32.17600,36.62870,Total.SURVEY_LU1_2U36
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,629.1866,590.6510,478.4652,558.2242,749.0469,156.9320,639.1335,460.2065,Total.SURVEY_LU1_2U37
  3.505551,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,149.867294, 47.837860, 27.667308,133.663636,104.768050, 25.035749,100.205006,112.503802,Total.SURVEY_LU1_2U41
   0.000000,   4.627307,   0.000000,   5.519323,   4.236936,   0.000000,   0.000000,  10.092397,1573.916629,1389.690736,1266.356528,3633.928215,1042.997097,  85.608132,1695.658080,1336.667933,Total.SURVEY_LU1_2U42
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,294.55436,293.55506,280.69209,247.52766,277.56988, 63.13767,311.36873,241.74635,Total.SURVEY_LC1_3A11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.812044, 4.836060, 0.000000,10.256483,17.283352, 0.000000, 8.730229,Total.SURVEY_LC1_3A12
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.158823, 0.000000, 0.000000,15.769234,72.453829, 4.189903,28.577076, 0.000000,Total.SURVEY_LC1_3A13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 94.73105,162.21148,180.14301,236.12903,343.90659,123.44403,146.18403, 78.28303,Total.SURVEY_LC1_3A21
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,442.65098,390.70248,513.97576,388.19823,453.20971, 85.76642,263.39989,431.86236,Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,86.204717,29.124212,21.029990,28.698823,27.405949, 8.379807,31.980792,20.743148,Total.SURVEY_LC1_3A30
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 597.20787, 317.81069,1114.55331,1231.76305,1207.03265,  57.16358, 797.73336, 622.81046,Total.SURVEY_LC1_3B11
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 44.63293, 23.84840, 89.43182, 86.17596, 96.21679, 20.59436,  0.00000,178.98369,Total.SURVEY_LC1_3B12
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 38.26118, 98.23226,173.65013,227.74465,305.69085, 12.46709, 86.35258,163.59730,Total.SURVEY_LC1_3B13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 19.26808, 59.31878, 34.23929, 12.73197, 30.33694,  0.00000,106.77660, 58.51103,Total.SURVEY_LC1_3B14
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,65.054444, 0.000000,83.576336, 3.962456,69.118417, 4.155695,64.180080,18.803326,Total.SURVEY_LC1_3B15
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,1548.1757,1391.3562,2847.1674,1271.5868,1617.2552, 102.8312, 923.0662,1029.1614,Total.SURVEY_LC1_3B16
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,38.167222,28.486866, 0.000000, 0.000000, 5.119653, 4.155695, 4.148597,53.581682,Total.SURVEY_LC1_3B18
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,13.191000,13.252789, 4.667871, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B19
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 24.261773,138.238846, 60.577615,  0.000000,  9.904847,  0.000000,  0.000000,  8.564888,Total.SURVEY_LC1_3B21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,99.267686, 0.000000, 5.236976, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B22
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,13.25279,10.34112, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B23
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 467.76121, 171.83602,1654.52987, 936.94316, 935.74400,  81.59532, 740.41508, 219.76821,Total.SURVEY_LC1_3B31
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,147.60459, 41.57324,293.77399,264.34560,591.08656, 86.10496,110.00915,227.43117,Total.SURVEY_LC1_3B32
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 66.80487,109.36938,149.85688, 13.25279, 39.72718,  0.00000,  0.00000,118.21461,Total.SURVEY_LC1_3B33
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.458148, 0.000000, 4.667871, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B35
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.812044,0.000000,0.000000,0.000000,0.000000,4.652088,4.120475,Total.SURVEY_LC1_3B37
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,37.31267, 0.00000,Total.SURVEY_LC1_3B41
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.585260, 4.943605, 0.000000,17.840112, 9.010393, 0.000000,11.853250, 0.000000,Total.SURVEY_LC1_3B42
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,41.379555,38.399053,33.553659,39.479723,62.578057, 8.034529, 4.121681, 4.120475,Total.SURVEY_LC1_3B43
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.333718,4.670125,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3B44
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,10.20829, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3B45
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.711651,25.207498, 3.638243, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LC1_3B51
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,363.36644,491.47467,618.11142,405.51130,215.68340, 20.22045,315.80816,157.05038,Total.SURVEY_LC1_3B52
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.218577,43.731876,12.855681,13.252789, 5.236976,12.006111, 4.030042,57.806447,Total.SURVEY_LC1_3B53
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 4.02025, 0.00000,29.86049, 0.00000,15.44527, 0.00000,22.04525, 0.00000,Total.SURVEY_LC1_3B54
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 12.078767, 40.851493, 15.541077,  0.000000,  5.236976,  3.878834,181.069735, 16.465899,Total.SURVEY_LC1_3B55
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,231.818283, 41.622935, 48.612639, 19.722943,141.943715,  3.973364, 73.144070, 67.594059,Total.SURVEY_LC1_3B71
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,13.107635, 7.745217,23.659756, 8.254625, 3.658170, 0.000000,36.211760, 0.000000,Total.SURVEY_LC1_3B72
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.869257, 0.000000,17.531344,22.064957, 0.000000, 0.000000,16.093983,12.691510,Total.SURVEY_LC1_3B73
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,39.439843,10.341713, 8.075944,10.848690,23.597222, 7.757667,17.393595,17.116798,Total.SURVEY_LC1_3B74
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,199.78220, 59.95899, 58.41124, 11.24919,120.83527,  3.98384,139.94223,111.11652,Total.SURVEY_LC1_3B75
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 50.931482, 20.080664, 52.911055,407.278616, 79.113743,  7.757667, 69.564502, 12.984228,Total.SURVEY_LC1_3B82
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.505551,0.000000,3.808199,8.349327,0.000000,0.000000,0.000000,4.028490,Total.SURVEY_LC1_3B83
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.763877,0.000000,0.000000,0.000000,4.037612,0.000000,4.227956,0.000000,Total.SURVEY_LC1_3B84
 2461.7787, 1365.0168, 3681.0711,11385.8148,10995.0687,  248.9891, 6064.6917, 4489.3612,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,Total.SURVEY_LC1_3Bx1
518.9064,140.3731,446.7745,719.5855,403.9179, 28.7200,409.1395,367.4241,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,Total.SURVEY_LC1_3Bx2
    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000, 8607.3470, 7314.9062, 5244.9794, 2678.2557, 6328.1612,  272.8945, 7313.8508,11676.1702,Total.SURVEY_LC1_3C10
 0.00000, 0.00000,15.14567, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LC1_3C1x
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,1190.00524,1317.76973,2008.45443,   0.00000,  67.16043,   0.00000, 265.92256,  41.39353,Total.SURVEY_LC1_3C21
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  8.267406, 15.971123,161.739281, 13.784350,  0.000000,  0.000000, 49.551520,  0.000000,Total.SURVEY_LC1_3C22
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   7.417590,1052.048928,  15.145674,   0.000000,   8.893729,   0.000000,  72.690610,   4.188212,Total.SURVEY_LC1_3C23
2021.08311,1679.23823,2188.21069, 246.79866,  63.38187,   0.00000, 113.59127,  71.38115,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,Total.SURVEY_LC1_3C2x
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   4.795112,1272.861234, 226.267254,   0.000000,   4.517995,   0.000000,  31.007548,  14.047247,Total.SURVEY_LC1_3C31
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.981019, 8.568739, 0.000000, 0.000000, 0.000000, 0.000000,10.463235, 0.000000,Total.SURVEY_LC1_3C32
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   3.807331,1238.749144, 752.172105, 114.758273,  12.636109,   0.000000, 224.290571,  37.968948,Total.SURVEY_LC1_3C33
2080.352169,3035.814694,2968.420071,3175.078546,1252.174770,   4.116418,2365.130666,2765.937029,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,Total.SURVEY_LC1_3C3x
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,680.00124,647.85726,562.34398,264.39013,269.01348, 20.85632,613.78545,334.26912,Total.SURVEY_LC1_3D10
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.019692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3D1x
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,812.41148,377.69741,502.84193,197.33102,304.27093, 21.28826,368.09076,604.87012,Total.SURVEY_LC1_3D20
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,2180.78472,2042.80007,1482.07548, 973.01359,1446.88863,  69.29915,1013.42856, 930.98784,Total.SURVEY_LC1_3E10
   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000,7098.7010,7573.0437,6457.5010,3522.1018,3258.8857, 124.7215,3155.5904,3965.5374,Total.SURVEY_LC1_3E20
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 714.80808, 586.98588, 569.17633, 721.30972, 850.90007,  82.94105,1159.71305, 501.69304,Total.SURVEY_LC1_3E30
0.000000,0.000000,0.000000,5.519323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3E3x
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,23.71002,51.69714,37.43020,21.35116,56.72969, 0.00000,70.73994,48.31238,Total.SURVEY_LC1_3F10
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.126390, 4.783910, 8.239579, 4.594739,27.373587, 3.878834,27.199615, 4.597396,Total.SURVEY_LC1_3F20
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.996292,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3F30
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 530.58653,  84.85945, 431.41729,1655.32695,1584.44609, 115.61580, 597.82498,1946.86935,Total.SURVEY_LC1_3F40
0.000000,0.000000,0.000000,0.000000,4.236936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3F4x
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  71.52433,  63.82679, 109.52403,1200.35002, 190.75238,  27.88976, 108.98484,  41.40616,Total.SURVEY_LC1_3G11
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.594739,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3G12
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 83.48499, 90.95680,221.13791,469.61310,325.77471, 11.90921,475.43441,130.01525,Total.SURVEY_LC1_3G21
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  75.04156,  78.52794, 206.25985,2440.90679, 185.61413,  31.99857, 139.19515, 119.68217,Total.SURVEY_LC1_3H11
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.151084,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LC1_3H12
